Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Duration
US-2016-128293,2016-06-02,2016-06-05,First Class,KC-16255,Corporate,East,Office Supplies,Storage,64.784,1,0.2,-12.9568,3
CA-2017-107342,2017-12-17,2017-12-22,Standard Class,VF-21715,Home Office,Central,Office Supplies,Paper,28.16,4,0.0,13.2352,5
CA-2016-136371,2016-03-19,2016-03-21,Second Class,SV-20935,Consumer,East,Furniture,Furnishings,14.98,1,0.0,6.8908,2
CA-2016-136371,2016-03-19,2016-03-21,Second Class,SV-20935,Consumer,East,Furniture,Furnishings,20.32,4,0.0,6.9088,2
CA-2017-137344,2017-08-20,2017-08-20,Same Day,EM-13810,Corporate,East,Office Supplies,Storage,40.29,3,0.0,10.4754,0
CA-2017-169810,2017-07-25,2017-07-31,Standard Class,RB-19360,Consumer,Central,Office Supplies,Labels,20.23,7,0.0,9.5081,6
CA-2016-128594,2016-08-26,2016-08-29,First Class,DJ-13510,Corporate,West,Furniture,Chairs,1603.136,4,0.2,100.196,3
CA-2016-154690,2016-08-15,2016-08-17,Second Class,CC-12370,Consumer,South,Furniture,Chairs,225.296,2,0.2,22.5296,2
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,SC-20380,Consumer,South,Technology,Accessories,67.8,4,0.0,4.068,4
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,SC-20380,Consumer,South,Technology,Phones,377.97,3,0.0,98.2722,4
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,SC-20380,Consumer,South,Furniture,Bookcases,1628.82,9,0.0,374.6286,4
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,SC-20380,Consumer,South,Office Supplies,Paper,286.93,7,0.0,140.5957,4
CA-2017-106537,2017-08-12,2017-08-17,Standard Class,RH-19495,Consumer,South,Office Supplies,Paper,20.736,4,0.2,7.2576,5
US-2017-103828,2017-08-13,2017-08-13,Same Day,JK-15370,Consumer,West,Office Supplies,Storage,31.44,3,0.0,8.4888,0
US-2017-103828,2017-08-13,2017-08-13,Same Day,JK-15370,Consumer,West,Office Supplies,Appliances,83.79,7,0.0,22.6233,0
US-2017-103828,2017-08-13,2017-08-13,Same Day,JK-15370,Consumer,West,Office Supplies,Art,59.52,3,0.0,15.4752,0
US-2017-103828,2017-08-13,2017-08-13,Same Day,JK-15370,Consumer,West,Office Supplies,Supplies,31.92,4,0.0,9.2568,0
CA-2016-115588,2016-11-10,2016-11-12,Second Class,AF-10885,Consumer,East,Office Supplies,Supplies,14.72,5,0.2,-3.312,2
CA-2016-115588,2016-11-10,2016-11-12,Second Class,AF-10885,Consumer,East,Office Supplies,Storage,38.976,3,0.2,-2.436,2
CA-2017-143861,2017-06-12,2017-06-19,Standard Class,LC-16885,Consumer,South,Furniture,Furnishings,17.088,2,0.2,1.068,7
CA-2014-148040,2014-03-22,2014-03-26,Standard Class,BF-11275,Corporate,West,Office Supplies,Paper,74.352,3,0.2,23.235,4
CA-2014-148040,2014-03-22,2014-03-26,Standard Class,BF-11275,Corporate,West,Furniture,Chairs,314.352,3,0.2,-35.3646,4
CA-2017-135167,2017-06-15,2017-06-20,Standard Class,SC-20800,Consumer,West,Office Supplies,Art,4.26,1,0.0,1.7466,5
CA-2017-137022,2017-11-16,2017-11-22,Standard Class,SW-20275,Consumer,West,Office Supplies,Storage,811.28,8,0.0,24.3384,6
US-2017-102638,2017-12-29,2017-12-31,First Class,MC-17845,Consumer,East,Office Supplies,Fasteners,6.03,3,0.0,2.9547,2
US-2016-167339,2016-01-21,2016-01-23,Second Class,TD-20995,Consumer,West,Furniture,Chairs,153.568,2,0.2,-5.7588,2
US-2016-167339,2016-01-21,2016-01-23,Second Class,TD-20995,Consumer,West,Furniture,Chairs,1013.488,7,0.2,76.0116,2
CA-2016-152072,2016-01-15,2016-01-19,Standard Class,Dp-13240,Home Office,East,Office Supplies,Envelopes,52.34,2,0.0,24.5998,4
CA-2016-152072,2016-01-15,2016-01-19,Standard Class,Dp-13240,Home Office,East,Office Supplies,Art,4.66,2,0.0,1.3514,4
CA-2016-152072,2016-01-15,2016-01-19,Standard Class,Dp-13240,Home Office,East,Technology,Accessories,254.97,3,0.0,91.7892,4
CA-2016-102932,2016-09-19,2016-09-23,Second Class,SD-20485,Home Office,East,Office Supplies,Binders,25.44,6,0.0,12.72,4
CA-2016-102932,2016-09-19,2016-09-23,Second Class,SD-20485,Home Office,East,Office Supplies,Supplies,27.93,3,0.0,8.0997,4
CA-2014-165540,2014-02-21,2014-02-25,Standard Class,TM-21010,Consumer,Central,Office Supplies,Binders,8.85,5,0.8,-13.7175,4
CA-2016-130799,2016-11-11,2016-11-16,Second Class,BK-11260,Consumer,West,Furniture,Furnishings,6.96,4,0.0,2.2272,5
CA-2016-164483,2016-01-30,2016-02-03,Standard Class,JF-15490,Consumer,West,Office Supplies,Binders,17.456,2,0.2,5.8914,4
US-2016-159856,2016-10-18,2016-10-22,Standard Class,EP-13915,Consumer,West,Furniture,Chairs,307.92,5,0.2,-34.641,4
CA-2017-102099,2017-12-18,2017-12-19,First Class,EP-13915,Consumer,West,Office Supplies,Art,6.63,3,0.0,1.7901,1
CA-2017-102099,2017-12-18,2017-12-19,First Class,EP-13915,Consumer,West,Office Supplies,Paper,12.96,2,0.0,6.2208,1
CA-2017-102099,2017-12-18,2017-12-19,First Class,EP-13915,Consumer,West,Office Supplies,Paper,32.4,5,0.0,15.552,1
CA-2017-164049,2017-11-02,2017-11-06,Standard Class,KH-16630,Corporate,West,Office Supplies,Paper,23.85,5,0.0,10.7325,4
CA-2014-142727,2014-04-29,2014-05-01,Second Class,HG-14845,Consumer,South,Furniture,Chairs,51.96,2,0.0,12.99,2
CA-2014-142727,2014-04-29,2014-05-01,Second Class,HG-14845,Consumer,South,Office Supplies,Binders,17.94,3,0.0,8.6112,2
CA-2017-139913,2017-10-23,2017-10-29,Standard Class,JC-16105,Corporate,East,Office Supplies,Paper,11.56,2,0.0,5.6644,6
CA-2017-139913,2017-10-23,2017-10-29,Standard Class,JC-16105,Corporate,East,Office Supplies,Paper,26.4,5,0.0,11.88,6
CA-2017-139913,2017-10-23,2017-10-29,Standard Class,JC-16105,Corporate,East,Furniture,Furnishings,69.08,11,0.0,29.0136,6
CA-2017-139913,2017-10-23,2017-10-29,Standard Class,JC-16105,Corporate,East,Technology,Phones,35.88,3,0.0,10.0464,6
CA-2014-169033,2014-03-30,2014-04-03,Standard Class,KM-16720,Consumer,East,Office Supplies,Art,49.65,5,0.0,20.853,4
US-2016-164630,2016-01-04,2016-01-09,Standard Class,EB-13975,Corporate,South,Technology,Copiers,959.968,4,0.2,119.996,5
US-2015-114839,2015-04-26,2015-04-30,Standard Class,PW-19240,Consumer,Central,Furniture,Chairs,408.422,2,0.3,-5.8346,4
CA-2015-166464,2015-09-12,2015-09-17,Standard Class,PG-18895,Consumer,East,Technology,Copiers,479.984,2,0.2,59.998,5
CA-2015-166464,2015-09-12,2015-09-17,Standard Class,PG-18895,Consumer,East,Office Supplies,Labels,12.6,4,0.0,6.048,5
CA-2017-124898,2017-09-11,2017-09-15,Standard Class,DB-12910,Home Office,South,Office Supplies,Paper,184.66,7,0.0,84.9436,4
CA-2016-164035,2016-06-12,2016-06-17,Standard Class,CR-12730,Consumer,Central,Office Supplies,Paper,23.12,5,0.2,8.381,5
CA-2016-153577,2016-06-27,2016-07-01,Standard Class,KH-16330,Corporate,Central,Office Supplies,Paper,37.464,7,0.2,12.1758,4
CA-2016-153577,2016-06-27,2016-07-01,Standard Class,KH-16330,Corporate,Central,Furniture,Chairs,539.658,3,0.3,-7.7094,4
CA-2014-127586,2014-09-26,2014-09-30,Standard Class,CS-12400,Home Office,West,Office Supplies,Storage,310.12,2,0.0,80.6312,4
CA-2017-121615,2017-11-03,2017-11-09,Standard Class,DL-12925,Consumer,Central,Office Supplies,Paper,8.56,2,0.0,3.852,6
CA-2017-121615,2017-11-03,2017-11-09,Standard Class,DL-12925,Consumer,Central,Office Supplies,Storage,52.4,5,0.0,14.148,6
CA-2017-121615,2017-11-03,2017-11-09,Standard Class,DL-12925,Consumer,Central,Office Supplies,Labels,14.94,3,0.0,6.8724,6
CA-2017-166415,2017-02-19,2017-02-23,Standard Class,ME-17725,Consumer,West,Office Supplies,Fasteners,11.22,3,0.0,0.2244,4
CA-2015-118444,2015-11-05,2015-11-09,Standard Class,VD-21670,Consumer,South,Office Supplies,Appliances,387.136,4,0.2,24.196,4
CA-2014-113929,2014-06-16,2014-06-21,Standard Class,CK-12205,Consumer,East,Office Supplies,Envelopes,41.4,5,0.0,19.458,5
CA-2014-113929,2014-06-16,2014-06-21,Standard Class,CK-12205,Consumer,East,Office Supplies,Art,35.0,4,0.0,10.5,5
CA-2014-113929,2014-06-16,2014-06-21,Standard Class,CK-12205,Consumer,East,Office Supplies,Binders,39.552,3,0.2,14.3376,5
CA-2015-134747,2015-10-12,2015-10-17,Second Class,DL-12925,Consumer,Central,Technology,Phones,135.72,3,0.0,35.2872,5
CA-2015-134747,2015-10-12,2015-10-17,Second Class,DL-12925,Consumer,Central,Office Supplies,Binders,12.56,2,0.0,5.652,5
CA-2015-134747,2015-10-12,2015-10-17,Second Class,DL-12925,Consumer,Central,Technology,Phones,263.96,4,0.0,71.2692,5
CA-2017-155047,2017-08-27,2017-08-30,First Class,SE-20110,Consumer,Central,Office Supplies,Art,5.952,1,0.2,0.372,3
CA-2016-160129,2016-11-23,2016-11-23,Same Day,LS-17200,Corporate,East,Office Supplies,Fasteners,15.8,5,0.2,2.37,0
CA-2016-160129,2016-11-23,2016-11-23,Same Day,LS-17200,Corporate,East,Furniture,Furnishings,14.368,2,0.2,3.9512,0
CA-2016-160129,2016-11-23,2016-11-23,Same Day,LS-17200,Corporate,East,Furniture,Furnishings,70.448,7,0.2,12.3284,0
CA-2017-164329,2017-01-30,2017-01-30,Same Day,MM-17920,Consumer,West,Office Supplies,Storage,129.3,2,0.0,6.465,0
US-2015-141453,2015-11-30,2015-12-03,Second Class,DB-13270,Home Office,Central,Office Supplies,Binders,3.882,3,0.8,-5.823,3
CA-2014-156993,2014-06-28,2014-07-04,Standard Class,RW-19630,Corporate,Central,Office Supplies,Fasteners,6.08,1,0.0,3.04,6
CA-2014-157721,2014-09-02,2014-09-05,First Class,JM-16195,Consumer,East,Office Supplies,Appliances,19.9,1,0.0,8.955,3
CA-2014-157721,2014-09-02,2014-09-05,First Class,JM-16195,Consumer,East,Furniture,Furnishings,70.71,1,0.0,4.9497,3
CA-2017-128629,2017-07-10,2017-07-14,Second Class,BP-11155,Consumer,South,Furniture,Furnishings,18.84,3,0.0,7.9128,4
CA-2017-158106,2017-06-04,2017-06-10,Standard Class,CT-11995,Consumer,Central,Office Supplies,Art,8.64,3,0.0,2.5056,6
US-2017-120390,2017-10-19,2017-10-26,Standard Class,TH-21550,Home Office,South,Office Supplies,Binders,1633.188,4,0.7,-1306.5504,7
CA-2017-143434,2017-11-18,2017-11-24,Standard Class,ME-17320,Home Office,Central,Furniture,Furnishings,19.76,4,0.0,8.2992,6
CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,Consumer,West,Office Supplies,Binders,6.608,2,0.2,2.2302,0
CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,Consumer,West,Office Supplies,Binders,7.28,2,0.2,2.73,0
CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,Consumer,West,Furniture,Chairs,144.784,1,0.2,10.8588,0
US-2016-169040,2016-12-06,2016-12-12,Standard Class,GT-14710,Consumer,West,Technology,Phones,156.792,1,0.2,13.7193,6
US-2016-169040,2016-12-06,2016-12-12,Standard Class,GT-14710,Consumer,West,Technology,Phones,431.976,3,0.2,26.9985,6
US-2016-169040,2016-12-06,2016-12-12,Standard Class,GT-14710,Consumer,West,Office Supplies,Envelopes,35.89,1,0.0,16.1505,6
US-2016-169040,2016-12-06,2016-12-12,Standard Class,GT-14710,Consumer,West,Office Supplies,Binders,47.208,7,0.2,15.3426,6
US-2016-169040,2016-12-06,2016-12-12,Standard Class,GT-14710,Consumer,West,Office Supplies,Paper,248.08,7,0.0,116.5976,6
US-2016-169040,2016-12-06,2016-12-12,Standard Class,GT-14710,Consumer,West,Office Supplies,Paper,189.7,5,0.0,89.159,6
US-2016-169040,2016-12-06,2016-12-12,Standard Class,GT-14710,Consumer,West,Office Supplies,Binders,59.808,3,0.2,19.4376,6
CA-2017-155880,2017-03-25,2017-03-31,Standard Class,JD-16150,Corporate,Central,Furniture,Chairs,90.99,1,0.0,14.5584,6
CA-2017-155880,2017-03-25,2017-03-31,Standard Class,JD-16150,Corporate,Central,Furniture,Chairs,1526.56,7,0.0,427.4368,6
CA-2017-155880,2017-03-25,2017-03-31,Standard Class,JD-16150,Corporate,Central,Furniture,Chairs,368.97,3,0.0,40.5867,6
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,Consumer,West,Office Supplies,Storage,305.01,9,0.0,76.2525,5
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,Consumer,West,Furniture,Furnishings,18.7,1,0.0,7.106,5
CA-2016-166443,2016-11-04,2016-11-05,First Class,LH-17020,Consumer,West,Furniture,Furnishings,38.29,7,0.0,16.4647,1
CA-2017-169859,2017-12-14,2017-12-18,Standard Class,MP-18175,Home Office,West,Furniture,Furnishings,26.25,3,0.0,11.025,4
CA-2017-169859,2017-12-14,2017-12-18,Standard Class,MP-18175,Home Office,West,Office Supplies,Binders,64.96,14,0.2,22.736,4
CA-2017-169859,2017-12-14,2017-12-18,Standard Class,MP-18175,Home Office,West,Office Supplies,Envelopes,43.7,5,0.0,20.539,4
CA-2017-134915,2017-11-12,2017-11-12,Same Day,EM-14140,Home Office,West,Technology,Accessories,41.6,4,0.2,13.0,0
CA-2017-134915,2017-11-12,2017-11-12,Same Day,EM-14140,Home Office,West,Office Supplies,Paper,23.12,5,0.2,8.381,0
CA-2017-134915,2017-11-12,2017-11-12,Same Day,EM-14140,Home Office,West,Furniture,Chairs,113.888,2,0.2,9.9652,0
CA-2017-134915,2017-11-12,2017-11-12,Same Day,EM-14140,Home Office,West,Furniture,Furnishings,113.568,2,0.2,-5.6784,0
CA-2017-134915,2017-11-12,2017-11-12,Same Day,EM-14140,Home Office,West,Technology,Phones,7.92,2,0.2,0.693,0
CA-2017-134915,2017-11-12,2017-11-12,Same Day,EM-14140,Home Office,West,Technology,Phones,671.984,2,0.2,50.3988,0
CA-2016-153353,2016-08-18,2016-08-24,Standard Class,GG-14650,Corporate,East,Technology,Phones,39.99,1,0.0,11.5971,6
CA-2017-123638,2017-06-27,2017-07-04,Standard Class,MA-17995,Home Office,East,Furniture,Chairs,191.646,3,0.1,31.941,7
CA-2017-168900,2017-05-04,2017-05-09,Standard Class,SH-20395,Consumer,East,Office Supplies,Binders,2.313,1,0.7,-1.9275,5
CA-2015-158456,2015-12-24,2015-12-29,Standard Class,KT-16465,Consumer,West,Office Supplies,Binders,19.936,4,0.2,7.2268,5
CA-2015-158456,2015-12-24,2015-12-29,Standard Class,KT-16465,Consumer,West,Office Supplies,Fasteners,45.92,4,0.0,21.5824,5
CA-2017-143665,2017-04-26,2017-05-01,Standard Class,PO-19180,Home Office,West,Office Supplies,Paper,20.34,3,0.0,9.3564,5
CA-2017-143665,2017-04-26,2017-05-01,Standard Class,PO-19180,Home Office,West,Office Supplies,Labels,39.28,8,0.0,19.2472,5
CA-2017-137428,2017-12-16,2017-12-21,Second Class,AY-10555,Corporate,West,Furniture,Chairs,81.568,2,0.2,9.1764,5
CA-2017-137428,2017-12-16,2017-12-21,Second Class,AY-10555,Corporate,West,Furniture,Chairs,97.184,2,0.2,6.074,5
CA-2017-137428,2017-12-16,2017-12-21,Second Class,AY-10555,Corporate,West,Office Supplies,Binders,24.32,5,0.2,8.208,5
CA-2017-137428,2017-12-16,2017-12-21,Second Class,AY-10555,Corporate,West,Furniture,Furnishings,18.96,2,0.0,7.584,5
CA-2014-162866,2014-12-27,2014-12-31,Standard Class,Co-12640,Consumer,Central,Furniture,Furnishings,32.952,6,0.6,-19.7712,4
CA-2014-162866,2014-12-27,2014-12-31,Standard Class,Co-12640,Consumer,Central,Office Supplies,Storage,30.016,4,0.2,3.0016,4
CA-2017-167941,2017-11-06,2017-11-09,Second Class,JF-15565,Consumer,South,Office Supplies,Appliances,499.584,3,0.2,43.7136,3
CA-2017-167941,2017-11-06,2017-11-09,Second Class,JF-15565,Consumer,South,Office Supplies,Paper,31.104,6,0.2,10.8864,3
CA-2017-167941,2017-11-06,2017-11-09,Second Class,JF-15565,Consumer,South,Office Supplies,Binders,13.272,8,0.7,-10.6176,3
CA-2017-167941,2017-11-06,2017-11-09,Second Class,JF-15565,Consumer,South,Furniture,Furnishings,28.272,2,0.2,6.3612,3
CA-2017-167941,2017-11-06,2017-11-09,Second Class,JF-15565,Consumer,South,Office Supplies,Storage,259.136,4,0.2,-51.8272,3
CA-2017-111808,2017-12-16,2017-12-20,Standard Class,AR-10510,Consumer,Central,Office Supplies,Binders,10.8,5,0.0,5.184,4
CA-2015-137512,2015-05-07,2015-05-12,Standard Class,AG-10675,Consumer,Central,Furniture,Tables,244.006,2,0.3,-31.3722,5
CA-2015-137512,2015-05-07,2015-05-12,Standard Class,AG-10675,Consumer,Central,Office Supplies,Paper,15.936,4,0.2,5.3784,5
CA-2017-139773,2017-12-04,2017-12-04,Same Day,DV-13045,Corporate,East,Furniture,Chairs,188.552,7,0.3,-2.6936,0
CA-2017-134607,2017-10-03,2017-10-08,Second Class,HL-15040,Consumer,East,Office Supplies,Storage,22.58,2,0.0,5.8708,5
CA-2014-109232,2014-01-13,2014-01-16,Second Class,ND-18370,Consumer,South,Furniture,Chairs,545.94,6,0.0,87.3504,3
CA-2015-139850,2015-06-12,2015-06-17,Standard Class,GB-14575,Consumer,East,Office Supplies,Paper,20.736,4,0.2,7.2576,5
CA-2015-139850,2015-06-12,2015-06-17,Standard Class,GB-14575,Consumer,East,Furniture,Furnishings,43.296,2,0.2,4.3296,5
CA-2014-131310,2014-07-12,2014-07-18,Standard Class,CL-12565,Consumer,West,Furniture,Chairs,123.136,4,0.2,13.8528,6
CA-2014-131310,2014-07-12,2014-07-18,Standard Class,CL-12565,Consumer,West,Office Supplies,Binders,11.264,4,0.2,3.8016,6
US-2014-112872,2014-12-06,2014-12-11,Second Class,RC-19960,Consumer,West,Office Supplies,Storage,53.424,3,0.2,4.6746,5
US-2014-112872,2014-12-06,2014-12-11,Second Class,RC-19960,Consumer,West,Furniture,Tables,275.49,1,0.5,-170.8038,5
CA-2016-139269,2016-05-25,2016-05-30,Standard Class,JB-16045,Home Office,South,Furniture,Furnishings,24.96,4,0.0,6.24,5
CA-2016-139269,2016-05-25,2016-05-30,Standard Class,JB-16045,Home Office,South,Office Supplies,Paper,19.36,2,0.0,9.2928,5
CA-2016-139269,2016-05-25,2016-05-30,Standard Class,JB-16045,Home Office,South,Office Supplies,Storage,1267.65,9,0.0,152.118,5
CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,Corporate,West,Technology,Accessories,12.99,1,0.0,0.7794,5
CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,Corporate,West,Office Supplies,Binders,18.56,4,0.2,6.496,5
CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,Corporate,West,Office Supplies,Storage,449.15,5,0.0,8.983,5
CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,Corporate,West,Office Supplies,Binders,31.248,7,0.2,10.9368,5
CA-2016-134376,2016-10-02,2016-10-06,Standard Class,TT-21265,Corporate,East,Office Supplies,Appliances,61.44,3,0.0,16.5888,4
CA-2017-147291,2017-03-11,2017-03-17,Standard Class,MJ-17740,Consumer,Central,Office Supplies,Binders,895.92,4,0.0,421.0824,6
CA-2016-112893,2016-09-09,2016-09-13,Second Class,AT-10735,Consumer,West,Office Supplies,Binders,55.36,4,0.2,18.684,4
US-2014-150532,2014-07-14,2014-07-21,Standard Class,PB-19150,Consumer,West,Office Supplies,Storage,55.92,5,0.2,6.291,7
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Consumer,East,Office Supplies,Envelopes,24.896,4,0.2,8.4024,4
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Consumer,East,Furniture,Furnishings,3.984,1,0.2,0.6474,4
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Consumer,East,Technology,Accessories,95.968,4,0.2,28.7904,4
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Consumer,East,Technology,Machines,206.991,3,0.7,-172.4925,4
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Consumer,East,Office Supplies,Appliances,44.416,2,0.2,3.8864,4
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,Consumer,East,Office Supplies,Binders,9.006,2,0.7,-7.2048,4
CA-2015-130610,2015-07-05,2015-07-10,Standard Class,VP-21730,Home Office,Central,Office Supplies,Binders,19.0,5,0.0,8.93,5
CA-2017-104381,2017-12-16,2017-12-23,Standard Class,RD-19810,Home Office,East,Office Supplies,Binders,33.376,4,0.2,10.43,7
CA-2016-131499,2016-09-08,2016-09-10,First Class,MG-17875,Home Office,East,Office Supplies,Appliances,207.48,1,0.0,62.244,2
CA-2014-148761,2014-05-17,2014-05-21,Standard Class,PA-19060,Home Office,Central,Office Supplies,Binders,91.68,3,0.0,45.84,4
CA-2017-116519,2017-10-13,2017-10-15,First Class,CR-12730,Consumer,East,Office Supplies,Appliances,904.9,5,0.0,253.372,2
CA-2014-130729,2014-10-24,2014-10-29,Standard Class,AA-10375,Consumer,West,Office Supplies,Binders,34.272,3,0.2,11.1384,5
CA-2016-124772,2016-12-05,2016-12-06,First Class,JG-15160,Consumer,South,Furniture,Furnishings,191.82,3,0.0,74.8098,1
CA-2016-115525,2016-07-25,2016-07-29,Standard Class,RR-19525,Corporate,East,Office Supplies,Appliances,243.88,5,0.2,27.4365,4
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,Home Office,West,Office Supplies,Binders,12.03,5,0.7,-9.223,6
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,Home Office,West,Technology,Machines,2549.985,5,0.7,-3399.98,6
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,Home Office,West,Office Supplies,Binders,21.594,2,0.7,-15.8356,6
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,Home Office,West,Office Supplies,Binders,8.964,6,0.7,-6.5736,6
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,Home Office,West,Office Supplies,Paper,20.736,4,0.2,7.2576,6
US-2015-138919,2015-09-17,2015-09-21,Standard Class,LS-16975,Home Office,East,Furniture,Tables,344.22,2,0.4,-103.266,4
US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,Home Office,Central,Office Supplies,Storage,727.296,8,0.2,-172.7328,7
US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,Home Office,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,7
US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,Home Office,Central,Technology,Accessories,666.4,7,0.2,-33.32,7
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,Consumer,West,Office Supplies,Fasteners,5.04,3,0.0,0.2016,6
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,Consumer,West,Office Supplies,Paper,92.94,3,0.0,41.823,6
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,Consumer,West,Furniture,Furnishings,66.69,3,0.0,22.0077,6
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,Consumer,West,Office Supplies,Binders,91.68,5,0.2,28.65,6
CA-2017-124674,2017-11-17,2017-11-23,Standard Class,JB-16000,Consumer,Central,Furniture,Bookcases,327.7328,2,0.32,-14.4588,6
CA-2015-164441,2015-11-08,2015-11-13,Standard Class,AC-10450,Consumer,East,Office Supplies,Binders,52.272,11,0.2,17.6418,5
CA-2015-164441,2015-11-08,2015-11-13,Standard Class,AC-10450,Consumer,East,Office Supplies,Paper,17.94,3,0.0,8.073,5
CA-2017-169054,2017-04-22,2017-04-26,Standard Class,MO-17800,Home Office,East,Furniture,Furnishings,254.352,3,0.2,0.0,4
CA-2014-106719,2014-08-24,2014-08-24,Same Day,RB-19645,Corporate,West,Office Supplies,Binders,8.288,2,0.2,2.6936,0
CA-2017-116855,2017-12-17,2017-12-21,Standard Class,AI-10855,Consumer,South,Furniture,Chairs,504.9,5,0.0,80.784,4
US-2016-164189,2016-03-24,2016-03-28,Standard Class,DR-12880,Corporate,West,Technology,Phones,403.168,4,0.2,25.198,4
CA-2015-168480,2015-09-21,2015-09-27,Standard Class,DM-12955,Corporate,Central,Furniture,Bookcases,194.32,4,0.0,31.0912,6
CA-2015-168480,2015-09-21,2015-09-27,Standard Class,DM-12955,Corporate,Central,Office Supplies,Art,25.99,1,0.0,7.5371,6
US-2016-114293,2016-11-21,2016-11-26,Standard Class,JH-16180,Consumer,West,Furniture,Chairs,195.136,4,0.2,-12.196,5
CA-2017-134173,2017-09-16,2017-09-21,Standard Class,AB-10060,Home Office,East,Office Supplies,Paper,20.736,4,0.2,7.2576,5
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,Consumer,South,Technology,Accessories,53.7,6,0.0,10.203,5
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,Consumer,South,Office Supplies,Binders,36.26,7,0.0,16.6796,5
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,Consumer,South,Office Supplies,Art,56.3,2,0.0,15.764,5
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,Consumer,South,Office Supplies,Paper,32.4,5,0.0,15.552,5
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,Consumer,South,Furniture,Furnishings,29.16,2,0.0,10.7892,5
CA-2017-101749,2017-10-03,2017-10-08,Standard Class,AS-10045,Corporate,West,Furniture,Tables,171.288,3,0.2,-6.4233,5
US-2016-147991,2016-05-05,2016-05-09,Standard Class,ZD-21925,Consumer,South,Furniture,Furnishings,16.72,5,0.2,3.344,4
CA-2017-149559,2017-09-11,2017-09-12,Same Day,KF-16285,Home Office,West,Office Supplies,Paper,12.96,2,0.0,6.2208,1
CA-2017-149559,2017-09-11,2017-09-12,Same Day,KF-16285,Home Office,West,Office Supplies,Envelopes,22.18,2,0.0,10.8682,1
CA-2017-149559,2017-09-11,2017-09-12,Same Day,KF-16285,Home Office,West,Furniture,Chairs,2054.272,8,0.2,256.784,1
CA-2015-135174,2015-04-30,2015-05-02,Second Class,BP-11230,Consumer,East,Technology,Phones,1022.97,5,0.4,-255.7425,2
CA-2017-125290,2017-11-06,2017-11-10,Second Class,CC-12430,Home Office,Central,Office Supplies,Art,13.9,5,0.0,3.614,4
CA-2017-125290,2017-11-06,2017-11-10,Second Class,CC-12430,Home Office,Central,Office Supplies,Paper,26.38,1,0.0,12.1348,4
CA-2014-137351,2014-09-30,2014-10-04,Standard Class,DB-13615,Consumer,West,Office Supplies,Binders,43.176,7,0.2,13.4925,4
CA-2017-121419,2017-04-02,2017-04-04,First Class,TC-21475,Home Office,South,Furniture,Tables,411.8,2,0.0,70.006,2
CA-2017-121419,2017-04-02,2017-04-04,First Class,TC-21475,Home Office,South,Technology,Accessories,360.0,4,0.0,129.6,2
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,Home Office,West,Furniture,Furnishings,41.96,2,0.0,2.9372,5
